,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
15,R.Westbrook o11.5 Pts+Rebs,JoeDellera,-108,1.08,R.Westbrook,Los Angeles Clippers,Dallas Mavericks,0,2.08,1.0,0.7714285714285715,1,0.8,1,0.8,1
16,N.Powell o8.5 Pts,kylemurray03,-125,1.25,N.Powell,Los Angeles Clippers,Dallas Mavericks,0,2.25,1.0,0.8076923076923077,1,0.4,0,0.7,1
17,P.George o25.5 Pts+Rebs,kylemurray03,-115,1.15,P.George,Los Angeles Clippers,Dallas Mavericks,0,2.1499999999999995,0.9999999999999996,0.6052631578947368,1,0.6,1,0.5,0
18,L.Doncic o42.5 Pts+Ast,kylemurray03,-122,1.22,L.Doncic,Dallas Mavericks,Los Angeles Clippers,1,2.22,1.0000000000000002,0.5138888888888888,1,0.4,0,0.3,0
19,K.Durant u2.5 3pt M,SBK5065,-170,1.0,K.Durant,Phoenix Suns,Minnesota Timberwolves,1,1.5882352941176472,0.5882352941176472,0.6493506493506493,1,0.8,1,0.6,1
20,J.McDaniels u11.5 Pts,SBK5065,-130,0.65,J.McDaniels,Minnesota Timberwolves,Phoenix Suns,0,1.15,0.4999999999999999,0.6351351351351351,1,0.8,1,0.9,1
21,P.Siakam o36.5 Pts+Rebs,the_degenerates,-104,1.04,P.Siakam,Indiana Pacers,Milwaukee Bucks,1,2.04,1.0,0.16279069767441862,0,0.4,0,0.2,0
22,P.Beverley u0.5 3pt M,GreenDotDaily,+125,1.0,P.Beverley,Milwaukee Bucks,Indiana Pacers,0,2.25,1.25,0.42857142857142855,0,0.6,1,0.6,1
23,A.Nesmith u2.5 Ast,The_Oddsmaker,+100,1.0,A.Nesmith,Indiana Pacers,Milwaukee Bucks,1,2.0,1.0,0.8,1,0.6,1,0.7,1
24,B.Lopez u5.5 Rebs,SBK5065,-150,1.0,B.Lopez,Milwaukee Bucks,Indiana Pacers,0,1.6666666666666665,0.6666666666666665,0.5925925925925926,1,1.0,1,0.8,1
25,A.Nesmith u5.5 Rebs,SBK5065,-148,1.0,A.Nesmith,Indiana Pacers,Milwaukee Bucks,1,1.6756756756756757,0.6756756756756757,0.8666666666666667,1,0.8,1,0.9,1
26,B.Portis o19.5 Pts,charliedisturco,+155,0.3,B.Portis,Milwaukee Bucks,Indiana Pacers,0,0.7649999999999999,0.4649999999999999,0.16666666666666666,0,0.2,0,0.2,0
27,B.Portis o24.5 Pts,charliedisturco,+500,0.15,B.Portis,Milwaukee Bucks,Indiana Pacers,0,0.8999999999999999,0.7499999999999999,0.07142857142857142,0,0.2,0,0.1,0
28,B.Portis o16.5 Pts,charliedisturco,-130,0.65,B.Portis,Milwaukee Bucks,Indiana Pacers,0,1.15,0.4999999999999999,0.30952380952380953,0,0.4,0,0.5,0
29,P.Siakam u10.5 Rebs,SBK5065,-122,1.0,P.Siakam,Indiana Pacers,Milwaukee Bucks,1,1.819672131147541,0.819672131147541,0.7441860465116279,1,0.6,1,0.7,1
30,B.Portis o16.5 Pts,PropBomb,-129,1.68,B.Portis,Milwaukee Bucks,Indiana Pacers,0,2.9823255813953486,1.3023255813953487,0.30952380952380953,0,0.4,0,0.5,0
31,O.Toppin o7.5 Pts,PropBetGuy,-102,1.02,O.Toppin,Indiana Pacers,Milwaukee Bucks,1,2.02,1.0,0.6,1,0.6,1,0.7,1
32,B.Lopez u5.5 Rebs,GDAWG5000,-125,0.63,B.Lopez,Milwaukee Bucks,Indiana Pacers,0,1.1340000000000001,0.5040000000000001,0.5925925925925926,1,1.0,1,0.8,1
33,B.Lopez u5.5 Rebs,JoeDellera,-125,0.5,B.Lopez,Milwaukee Bucks,Indiana Pacers,0,0.9,0.4,0.5925925925925926,1,1.0,1,0.8,1
34,T.Haliburton o16.5 Pts,kylemurray03,-125,1.25,T.Haliburton,Indiana Pacers,Milwaukee Bucks,1,2.25,1.0,0.6805555555555556,1,0.4,0,0.5,0
35,P.Siakam u10.5 Rebs,kylemurray03,-110,1.1,P.Siakam,Indiana Pacers,Milwaukee Bucks,1,2.1,1.0,0.7441860465116279,1,0.6,1,0.7,1
