Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
J.Brunson o25.5 Pts,kylemurray03,New York Knicks,Chicago Bulls,1.0,0.4,0,0.4,0,0.4,0,-125.0,1.25,2.25,1.0,J.Brunson,N,24.0
J.Allen o11.5 Pts,Rotowire Sleeper,Cleveland Cavaliers,Philadelphia 76ers,0.0,0.75,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,J.Allen,N,11.0
S.Pippen u13.5 Pts,GDAWG5000,Memphis Grizzlies,Los Angeles Lakers,0.0,0.5454545454545454,1,0.4,0,0.5,0,-117.0,0.58,1.0757264957264956,0.4957264957264956,S.Pippen,N,15.0
S.Pippen u13.5 Pts,PropBomb,Memphis Grizzlies,Los Angeles Lakers,0.0,0.5454545454545454,1,0.4,0,0.5,0,-110.0,1.1,2.1,1.0,S.Pippen,N,15.0
K.Towns u26.5 Pts,Rotowire Prizepicks,New York Knicks,Chicago Bulls,1.0,0.6,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,K.Towns,N,46.0
A.Edwards o26.5 Pts,therocketplays,Minnesota Timberwolves,Portland Trail Blazers,0.0,0.5454545454545454,1,0.4,0,0.5,0,-108.0,1.08,2.08,1.0,A.Edwards,N,24.0
I.Zubac o14.5 Pts,MJCLocks,Los Angeles Clippers,Houston Rockets,0.0,0.6363636363636364,1,0.6,1,0.6,1,-120.0,1.2,2.2,1.0000000000000002,I.Zubac,N,8.0
C.Cunningham o22.5 Pts,Rotowire Sleeper,Detroit Pistons,Milwaukee Bucks,0.0,0.3333333333333333,0,0.2,0,0.2,0,100.0,1.5,3.0,1.5,C.Cunningham,Y,35.0
D.Sabonis o18.5 Pts,itsbucketsnba,Sacramento Kings,Phoenix Suns,1.0,0.5454545454545454,1,0.6,1,0.5,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,D.Sabonis,N,11.0
L.Dort u12.5 Pts,itsbucketsnba,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.5454545454545454,1,0.6,1,0.5,0,-112.0,1.0,1.8928571428571428,0.8928571428571428,L.Dort,Y,11.0
K.Huerter o9.5 Pts,Rotowire Sleeper,Sacramento Kings,Phoenix Suns,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,K.Huerter,Y,22.0
T.Camara o8.5 Pts,Rotowire Prizepicks,Portland Trail Blazers,Minnesota Timberwolves,1.0,0.5833333333333334,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,T.Camara,Y,11.0
J.Hart u6.5 Ast,TopShelfAction,New York Knicks,Chicago Bulls,1.0,0.6,1,0.2,0,0.6,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,J.Hart,Y,6.0
A.Sengun u4.5 Ast,TopShelfAction,Houston Rockets,Los Angeles Clippers,1.0,0.6363636363636364,1,0.6,1,0.7,1,-118.0,1.0,1.847457627118644,0.847457627118644,A.Sengun,N,6.0
H.Barnes u1.5 Ast,PvB_Bets,San Antonio Spurs,Washington Wizards,1.0,0.4545454545454545,0,0.2,0,0.5,0,105.0,1.0,2.05,1.0499999999999998,H.Barnes,N,2.0
